rows=4035
cols=3018
(0, 324, 593)
(0, 934, 273)
(0, 2619, -945)
(1, 1521, 685)
(1, 1838, -782)
(1, 1282, -927)
(1, 926, -945)
(1, 1029, -1005)
(1, 2980, -1000)
(1, 631, -734)
(1, 1102, -867)
(1, 1276, -958)
(1, 2889, -323)
(1, 602, -890)
(1, 1121, -384)
(1, 136, -199)
(1, 331, -804)
(1, 2575, -984)
(1, 1261, -117)
(1, 1341, -572)
(1, 2676, -185)
(1, 816, 405)
(1, 526, -667)
(1, 2883, 716)
(1, 1993, -1022)
(1, 577, 143)
(1, 194, -864)
(1, 946, 1000)
(1, 879, -828)
(1, 944, -729)
(1, 1831, -916)
(1, 1627, 331)
(1, 1559, 901)
(1, 805, -844)
(1, 806, -806)
(1, 227, 803)
(1, 190, -977)
(1, 1229, -1016)
(1, 507, -648)
(1, 167, -543)
(1, 476, 340)
(1, 1226, -851)
(1, 1222, -752)
(1, 1100, -833)
(1, 1478, -969)
(1, 415, 542)
(1, 1464, -115)
(1, 1466, 366)
(1, 30, -1002)
(1, 1162, -408)
(1, 1429, -881)
(1, 231, -732)
(1, 1172, -692)
(1, 1049, 923)
(1, 632, 950)
(1, 780, -844)
(1, 2065, -668)
(1, 1061, -582)
(1, 691, -899)
(1, 1381, -808)
(1, 405, -863)
(1, 2920, -704)
(1, 2005, 676)
(1, 1134, -684)
(1, 1027, 753)
(1, 1480, -182)
(1, 400, -514)
(1, 616, -888)
(1, 874, -828)
(1, 433, -955)
(2, 2205, -986)
(2, 2150, 759)
(2, 1226, -633)
(2, 46, -723)
(2, 1475, 736)
(2, 2932, -754)
(2, 635, -579)
(2, 1218, 274)
(2, 516, -1007)
(2, 982, 968)
(3, 283, -576)
(3, 665, -556)
(3, 60, 34)
(3, 343, -945)
(3, 1146, -686)
(3, 1891, 955)
(3, 867, 525)
(3, 1878, -832)
(3, 1154, -728)
(3, 1924, -942)
(3, 1131, -528)
(3, 34, -24)
(3, 156, -804)
(3, 406, -818)
(3, 793, -799)
(3, 1178, 788)
(3, 1208, -903)
(3, 2401, 266)
(3, 1270, -664)
(3, 751, -597)
(3, 2082, -827)
(3, 375, 441)
(3, 357, -241)
(3, 2033, -36)
(3, 1052, 827)
(3, 648, -553)
(3, 600, -724)
(3, 1086, -579)
(3, 31, -817)
(3, 190, -869)
(3, 548, -742)
(3, 303, 100)
(3, 919, -546)
(3, 978, -970)
(3, 2152, -675)
(3, 389, 462)
(3, 999, -899)
(3, 825, 608)
(3, 448, 82)
(3, 9, 741)
(3, 517, -687)
(3, 1104, -83)
(3, 936, -405)
(3, 238, -184)
(3, 2817, -1020)
(3, 999, -38)
(3, 3016, -516)
(3, 416, 671)
(3, 1542, -731)
(3, 940, 1000)
(3, 499, -590)
(3, 372, -858)
(3, 1463, 857)
(3, 656, 686)
(3, 1055, -582)
(3, 1410, 883)
(3, 1040, -726)
(3, 1223, -938)
(3, 2837, 942)
(3, 774, -595)
(3, 484, -563)
(3, 2190, 550)
(3, 1111, -605)
(3, 802, -899)
(3, 814, -954)
(3, 1962, -1015)
(3, 1294, -998)
(3, 305, -367)
(3, 719, -183)
(3, 1242, -809)
(3, 1082, -576)
(3, 1441, 883)
(3, 319, -932)
(3, 443, -447)
(3, 633, -850)
(3, 1751, -751)
(3, 135, -53)
(3, 2573, -712)
(3, 182, -184)
(3, 585, -414)
(3, 640, -1007)
(3, 2059, 628)
(3, 313, -515)
(3, 848, -980)
(3, 2094, -953)
(3, 1602, -831)
(3, 2046, -618)
(4, 517, 256)
(4, 2872, -194)
(4, 1913, -684)
(4, 408, -989)
(4, 2396, -815)
(4, 585, 687)
(4, 779, 182)
(4, 800, -465)
(4, 505, -896)
(4, 2775, -672)
(4, 14, -577)
(4, 568, -830)
(4, 186, -971)
(4, 245, 158)
(4, 2906, -801)
(4, 2131, -514)
(4, 25, -879)
(4, 2451, -688)
(4, 1638, -705)
(4, 590, -162)
(4, 999, 812)
(4, 1491, 942)
(4, 1253, -490)
(4, 961, -830)
(4, 2300, -529)
(4, 759, -603)
(4, 573, -761)
(4, 899, -490)
(4, 2565, 733)
(4, 485, -674)
(4, 1498, -659)
(4, 677, -671)
(4, 1244, 302)
(4, 1908, -769)
(4, 398, -877)
(4, 721, 738)
(4, 2946, -589)
(4, 97, 575)
(4, 1631, -558)
(4, 2277, -723)
(4, 8, -689)
(4, 1095, -667)
(5, 1590, -1018)
(5, 1292, -517)
(5, 1922, -808)
(5, 2243, 985)
(5, 2089, -855)
(5, 604, 514)
(5, 29, -242)
(5, 847, -622)
(5, 1245, -577)
(5, 1272, -931)
(5, 2565, 762)
(5, 487, 267)
(5, 401, 411)
(5, 650, -910)
(5, 430, 660)
(5, 1615, 503)
(5, 396, 705)
(5, 514, 236)
(5, 2652, -900)
(5, 2058, -874)
(5, 2189, 13)
(5, 475, -505)
(6, 515, -751)
(6, 1000, 713)
(6, 935, -1020)
(6, 903, -660)
(6, 1220, -790)
(6, 1415, -460)
(6, 249, -537)
(6, 1849, -699)
(6, 3012, -761)
(6, 2112, -709)
(6, 577, 33)
(6, 168, -664)
(6, 829, -717)
(6, 480, 219)
(6, 1578, -839)
(6, 132, -775)
(6, 1221, 536)
(6, 135, 481)
(6, 958, -389)
(6, 282, 445)
(6, 293, -977)
(6, 1065, -563)
(6, 40, 954)
(6, 494, 622)
(6, 218, 512)
(6, 2389, 779)
(6, 1280, -787)
(6, 1276, -921)
(6, 1232, -603)
(6, 583, -553)
(6, 2848, 737)
(7, 371, 980)
(7, 1724, -1023)
(7, 435, 836)
(7, 850, -1013)
(7, 2907, 587)
(7, 1099, 730)
(7, 962, -715)
(7, 199, -605)
(7, 1096, -811)
(7, 593, -523)
(7, 2353, -646)
(7, 138, -857)
(7, 556, -683)
(7, 467, 443)
(7, 45, -844)
(7, 622, -636)
(7, 1598, -898)
(7, 230, -836)
(7, 246, 565)
(7, 537, -841)
(7, 2944, -690)
(7, 164, -519)
(7, 2799, -822)
(7, 555, -612)
(7, 215, -556)
(7, 2965, -292)
(7, 1798, -698)
(7, 1073, -762)
(7, 1803, -705)
(7, 1196, -218)
(7, 626, -921)
(7, 1452, 608)
(7, 2049, -789)
(7, 650, 524)
(7, 1960, -883)
(7, 123, -567)
(7, 1899, -524)
(7, 133, -659)
(7, 1053, -1020)
(7, 572, -806)
(7, 1425, 896)
(7, 2987, -1022)
(7, 663, -722)
(7, 1097, -926)
(7, 597, -868)
(7, 1547, -931)
(7, 374, -759)
(7, 1317, -611)
(8, 2450, 665)
(8, 2867, 48)
(8, 451, -887)
(8, 2217, -884)
(8, 2645, -580)
(8, 1453, 178)
(8, 185, -1013)
(8, 831, 791)
(8, 2649, -974)
(8, 781, -665)
(8, 878, -744)
(8, 1454, -334)
(8, 2930, 1015)
(8, 73, -594)
(8, 2910, -944)
(8, 1598, 249)
(8, 2271, 702)
(8, 755, -217)
(8, 1418, -512)
(8, 2317, 184)
(8, 630, -588)
(8, 415, -546)
(8, 947, -59)
(8, 753, -916)
(8, 468, -538)
(8, 974, -468)
(8, 2923, -56)
(8, 2483, -602)
(8, 1383, -515)
(8, 124, -90)
(8, 1400, 396)
(8, 1224, -864)
(8, 2927, 546)
(8, 1254, -543)
(8, 2063, -469)
(8, 1633, -687)
(8, 1237, -847)
(8, 863, 632)
(8, 1377, 649)
(8, 1017, -765)
(8, 483, -762)
(8, 1598, -522)
(8, 2101, -846)
(8, 1485, -730)
(8, 166, 471)
(8, 886, 764)
(8, 172, 25)
(8, 1597, -575)
(8, 564, -569)
(8, 1355, -100)
(8, 2410, -135)
(8, 585, -765)
(8, 699, 953)
(8, 985, 920)
(8, 425, -860)
(8, 1073, -819)
(8, 1454, -687)
(8, 418, 482)
(8, 888, -737)
(8, 2497, 919)
(8, 831, -551)
(8, 59, -551)
(8, 1782, 9)
(8, 1135, -574)
(8, 696, -374)
(8, 237, 897)
(8, 2384, -1002)
(8, 149, -973)
(8, 1241, 825)
(8, 1868, -719)
(8, 751, 164)
(8, 945, -917)
(8, 2381, -518)
(8, 694, -757)
(8, 1463, -580)
(8, 793, -809)
(8, 592, -620)
(8, 1497, 529)
(8, 231, 91)
(8, 663, 228)
(8, 1257, 451)
(8, 2941, 489)
(8, 943, -546)
(8, 1816, -873)
(8, 828, -990)
(8, 139, -548)
(8, 2318, 614)
(8, 523, -169)
(8, 1500, -508)
(8, 480, 341)
(8, 1869, -977)
(8, 1252, -642)
(8, 1206, -930)
(8, 143, -409)
(8, 1292, -645)
(8, 906, -947)
(8, 2893, -326)
(8, 2988, 361)
(8, 1017, -626)
(8, 705, -626)
(8, 113, -770)
(8, 936, -126)
(8, 9, -223)
(8, 1363, -611)
(8, 715, -830)
(8, 2755, 811)
(8, 1315, -328)
(8, 253, -786)
(8, 1942, -702)
(8, 137, -60)
(8, 591, -687)
(8, 892, -570)
(8, 258, -967)
(8, 66, -963)
(8, 2574, 811)
(8, 867, -895)
(8, 1447, -985)
(8, 1459, -372)
(8, 1343, -1007)
(9, 2122, 594)
(9, 1048, 487)
(9, 674, 41)
(9, 1496, -861)
(9, 2222, -889)
(9, 312, -776)
(10, 826, -232)
(10, 2265, 201)
(10, 1441, -586)
(10, 647, -528)
(10, 1438, -226)
(10, 953, -939)
(10, 254, -984)
(10, 100, -1021)
(10, 37, 496)
(10, 1071, -602)
(10, 1141, -699)
(10, 1037, 10)
(10, 1073, 511)
(10, 2186, -710)
(10, 46, -718)
(10, 242, 259)
(10, 384, -945)
(10, 2984, 191)
(10, 2015, -31)
(10, 538, -858)
(10, 641, -868)
(10, 1056, -662)
(10, 2855, -720)
(10, 2187, -529)
(10, 771, -892)
(10, 657, -600)
(10, 1434, -990)
(10, 1249, -781)
(10, 259, -731)
(10, 13, -600)
(10, 1778, -712)
(10, 757, -277)
(10, 1828, 834)
(10, 733, -790)
(10, 1577, -845)
(10, 385, 856)
(10, 1125, -765)
(10, 1932, -865)
(10, 218, -787)
(10, 896, -772)
(10, 1192, 97)
(10, 1292, 58)
(10, 2007, -831)
(10, 695, -673)
(10, 2084, -1016)
(10, 225, -39)
(10, 993, -916)
(11, 438, -580)
(11, 1535, -632)
(11, 159, -719)
(11, 1004, 238)
(11, 2468, -608)
(11, 448, -671)
(11, 1572, -729)
(11, 1612, 753)
(11, 414, 394)
(11, 1506, -797)
(11, 1127, -361)
(11, 1640, -379)
(11, 805, -644)
(11, 1245, -522)
(11, 1281, -793)
(11, 487, -562)
(11, 2776, -690)
(11, 780, -412)
(11, 866, -654)
(11, 795, -571)
(11, 768, 395)
(11, 1350, -451)
(11, 2529, 867)
(11, 506, -527)
(11, 2229, 609)
(11, 1494, -957)
(11, 1873, -1017)
(11, 1156, -2)
(11, 396, 276)
(11, 1502, -997)
(11, 488, 100)
(11, 2649, -1017)
(12, 2631, -834)
(12, 500, -506)
(12, 334, -578)
(12, 2581, 654)
(12, 420, 776)
(12, 447, 841)
(12, 2932, -740)
(12, 115, 273)
(12, 2534, -816)
(12, 1642, -202)
(12, 2025, -572)
(12, 1187, -744)
(12, 1007, -764)
(12, 698, -886)
(12, 1586, -822)
(12, 384, -746)
(12, 241, -924)
(12, 1655, 200)
(12, 525, -723)
(12, 2485, -669)
(12, 2286, -28)
(12, 767, -999)
(12, 570, 773)
(12, 965, -955)
(12, 289, -749)
(12, 1012, -783)
(12, 15, -626)
(12, 1406, -850)
(12, 120, -1003)
(12, 1470, 913)
(12, 854, -772)
(12, 2755, -675)
(12, 1882, -554)
(12, 64, -537)
(12, 1408, -757)
(12, 294, 219)
(12, 2955, -169)
(12, 885, 225)
(12, 329, 274)
(12, 1343, -224)
(12, 2823, -564)
(12, 2881, -627)
(12, 2836, -627)
